description,title
"Strong wood-aging flavors give a spice and bitter chocolate character. The result, though, is that the wood softens the potentially stalky fruit and helps accent the underlying red berry flavors with attractive acidity. Drink now.",Petite Sirène 2012  Bordeaux
"Jammy, candied raspberry and cherry fruit marks this simple but pleasurable wine. With a soft mouthfeel and an oaky finish, it's ready to drink now.",Plungerhead 2012 Cabernet Sauvignon (Dry Creek Valley)
"Ripe lemon and lime flavors cut right through this crisp, fruity wine. Acidity and hints of pineapple and peach are part of the mix. It is still young and should be held until late 2014.",Quinta do Casal Branco 2013 Quartilho Fernão Pires (Tejo)
"This crisp and fresh wine suggests citrus and green apple fruits. It is light, fragrant and ready to drink with its bright final acidity.",Quinta do Casal Branco 2013 Terra de Lobos Branco White (Tejo)
"Saucy berry, sweaty leather and soupy aromas control the bouquet on this wine that's not holding up well. In the mouth, it searches for balance, while flavors of rubber, stewed plum and mealy berry finish with jolt of lingering acidity.",Ventisquero 2010 Herú Pinot Noir (Casablanca Valley)
"This basic SB blends aromas of coastal snap with tropical sweetness. In the mouth, it shows basic flavors of grapefruit and spiced citrus. On the finish, peppery bitterness comes up.",Viña Casablanca 2013 Cefiro Reserva Sauvignon Blanc (Casablanca Valley)
"Because of way too much oak, all you get are tastes of buttered toast, butterscotch and vanilla honey. Somewhere underneath is a perfectly good wine, with fine acidity and mango, pineapple and lime flavors.",Laird 2010 Cold Creek Chardonnay (Carneros)
"Soft and gently fruity, it's fairly basic but does provide a Pinot Noir character. The wine has red cherries, light acidity and a jammy aftertaste. Drink now.",Louis Chavy 2012  Bourgogne
"High alcohol, with its burn and glyceriney sweetness, mars this otherwise good Syrah. The tannins are polished and smooth, the acidity brisk and clean, but the wine's raisiny, port-like finish detracts.",Santa Barbara Winery 2011 Syrah (Sta. Rita Hills)
"The Fusion in question is the blend—an unusual combination of 61% Pinot Noir, 21% Syrah and 18% Merlot. Some tasters will find it works well as an everyday, all-purpose red. The jumble of red fruits is matched to a strong streak of vanilla, with some stemmy flavors coming up in the tannins.",Sweet Cheeks 2012 Pinot Fusion Red (Oregon)
"This one-dimensional wine has muted aromas that recall tropical fruit. The palate doesn't give much away either, revealing subtle citrus and pear notes alongside racy acidity.",Tinazzi 2013 Ca' de' Rocchi  (Lugana)
"Not much going on beyond lots of oak and crisp, Central Coast acidity. You'll find watered down orange and tropical fruits.",Cru 2012 Vineyard Montage Chardonnay (Monterey County)
"The wine tastes full of ripe fruits as well as acidity. A touch of bitter almond gives a hard edge to the otherwise fruity, apple and pear flavored wine. Drink from 2015 to give the wine some bottle age.",Dão Sul 2010 Encontro Special Cuvée Brut Sparkling (Bairrada)
"This is a typically light and fruity wine from Gascony. It has light, fresh apple flavors, a green crisp streak and just a touch of spice. Drink now.",Domaine de Pajot 2012 Les Quatre Cépages White (Côtes de Gascogne)
"The blend is Zinfandel, Petite Sirah, Grenache and Syrah. The wine is dry, hot in alcohol and overripe, with raisin, prune and chocolate flavors.",Guyomar 2010 Oblate Red (Paso Robles)
"Soft, ripe and fruity, this is a smooth and clean wine. It has yellow fruit, pineapple and white currant flavors that give a perfumed edge. It's not a wine for aging, so drink now.",Herdade do Rocim 2012 Bojador Branco White (Alentejano)
"Muddled aromas of yellow flower and beeswax come along with sensations that recall Band-Aids and antiseptic. The bitter medicinal notes carry over to the palate along with minerality and a hint of rock candy, and the wine lacks fruit richness.",Vigneti Villabella 2012 Ca' del Lago  (Lugana)
"The wine has some of the typical freshness of 2011 but it seems on the thin side. Black currant flavors run alongside high acidity, and the tannins show strongly. The aftertaste brings out more tight, mineral acidity.",Château la Petite Roque 2010  Blaye Côtes de Bordeaux
Offers a glimpse of a fully mature wine from Bergerac. It has retained strong and dense tannins that are showing signs of drying the wine. The tough core is not likely to go away. Drink now.,Château le Castellot 2006 L'Excellence  (Montravel)
"Largely neutral aromas touch on melon, peach and toast. This is smooth and melony on the palate, with flavors of bitter nut skins, melon, banana and papaya. A touch of bitterness rises up on the finish.",Chilcas 2012 Reserva Chardonnay (Maule Valley)
"Blended from Pinot Noir and Chardonnay, this sparkler is a little rough in texture, with candied orange, lemon and lime flavors. But it has good bubbles and a clean, elegant finish.",Collection 35 2012 Brut Sparkling (Sta. Rita Hills)
"Tannins mark this big, dry Syrah. It shows Spring Mountain's intensity of fruit, in this case blackberries, but that tannic bitterness dominates, making the wine difficult to appreciate. It's hard to imagine it aging.",Due Cani 2009 Bella's Collection Syrah (Spring Mountain District)
"A soft, perfumed wine, it shows attractive light black currant flavors as well as some tannins, acidity and a young fruity character. It is ready to drink now.",Fleury 2012 Ilixens  (Bordeaux)
"This wine seems to be a casualty of the cold vintage, with thin fruit and overall earthy flavors. A whiff of barnyard is evident as well.",Grochau 2011 Zenith Vineyard Pinot Noir (Eola-Amity Hills)
"Richly textured in cherries, blackberries and currants, it shows Cab's thick tannins, but they're ripe and soft. It's pretty nice for drinking now.",Gunsight Rock 2011 Cabernet Sauvignon (Paso Robles)
"A sweet Vinho Verde, it is light, fruity and perfect for the summer. With crisp acidity, a lively, frothy texture and a clean apple aftertaste, it can be drunk now.",Quinta das Arcas 2013 Arca Nova White (Vinho Verde)
"It's explosive in jammy, pie-filling raspberries and cherries, with a hit of caramelized oak. Drink it now with simple fare.",Sanglier Cellars 2011 Rouge du Tusque Red (Sonoma County)
This smoky Zinfandel is aromatically closed off and still tight in tannic formation. Give it time to open and it'll share meaty black-fruit and tar.,Stama 2011 Old Vine Zinfandel (Lodi)
"Not much going on beyond simple jam, currant and chocolate-covered raisin flavors. It's dry and tannic.",The Full 2011 Cabernet Sauvignon (Napa Valley)
"This medium-bodied wine has a vivid, fresh raspberry aroma and deep blackberry flavors supported by firm tannins. It tastes like a cool-climate example because of the vivid fruit, layered tannins and good acidity, which make it well balanced in the style of classic dry reds.",The Federalist 2013 Zinfandel (Lodi)
"A majority varietal, a dying breed in the Napa Valley, this also has 5% Petite Sirah. The combination is dense and syrupy in strawberry and a tightness of oak. Time will soften its edges, and there's already a softness to the tannins that delights, the finish light and lean. Cellar through 2017.",Tofanelli Family 2012 Estate Charbono (Napa Valley)
"Aromas of toast, wild berry and cake spice come together in the glass. The firm, structured palate delivers dried red cherry, crushed raspberry, white pepper and grilled herb. It's still young and tannic so let this unwind and fully develop. Drink 2018–2030.",Ugo Lequio 2010 Gallina Riserva  (Barbaresco)
"Made with 65% Nebbiolo, 20% Vespolina and 15% Uva Rara, this polished red from Piedmont offers aromas and flavors of dried red cherry, clove, baking spice and rust. It's well balanced, with silky tannins and fresh acidity while a graphite note closes the finish.",Vallana 2009  Boca
"This full-bodied white opens with aromas of ripe yellow peach, Spanish broom, chamomile flower and Mediterranean brush. The round, creamy palate doles out juicy pineapple, baked yellow apple, sea spray and candied nectarine zest alongside soft acidity.",Vigne Surrau 2014 Sciala Vendemmia Tardiva  (Vermentino di Gallura)
"Dark berry, grilled herb and underbrush aromas float out of the glass along with a whiff of rose. The firm palate offers juicy dark cherry, raspberry, clove, anise and tobacco framed in velvety tannins.",Vite Colte 2012 La Casa in Collina  (Barbaresco)
"Representative of the solid values that may be found from Australia for about $20, this medium- to full-bodied Shiraz offers a blend of cherry and plum flavors, with savory elements of mocha and roasted meat. It's slightly dusty on the finish, making it food-friendly, ending with hints of cocoa and coffee. Drink now–2018.",Wirra Wirra 2012 Catapult Shiraz (McLaren Vale)
"A crisp wine, this is packed with acidity and fruitiness. It is tangy, tight, full of attractive acidity as well as lively citrus and white fruits. It is ready to drink.",Albert Bichot 2013  Saint-Véran
"The Angove family is crafting some increasingly interesting wines in recent years. This blend of 55% Grenache, 25% Shiraz and 20% Mourvèdre features intriguing notes of cola, brown sugar and cinnamon layered over a plush base of ripe black cherries. It's mouthfilling and round, with a soft, licorice-tinged finish. Drink now–2018.",Angove 2013 Family Crest G-S-M (McLaren Vale)
"This delicate wine, a medley of rose petals, cherries and a streak of cola, is labeled simply Oregon due to TTB regulations, but in fact is a single-vineyard effort from the Yamhill-Carlton AVA. It's pale and pretty, and seems to be on a fast track for aging. Drink now through 2017 and you're in for an elegant and complex Pinot.",Animale 2012 Pinot Noir (Oregon)
"This wine has all the freshness of the grape, along with ripe, full lemon and red apple flavors. There is a strongly tangy character, a mineral texture from the granite soil and refreshing final acidity. Drink from summer 2016.",Anselmo Mendes 2014 Muros de Melgaço Alvarinho (Vinho Verde)
"Spicy, structured and fruity, this savory wine opens with aromas of ripe berry and dark cooking spice. The full-bodied palate doles out crushed blackberry, plum, black cherry, ground black pepper and star anise alongside firm, velvety tannins.",Argiolas 2013 I Selis Rosso Superiore  (Monica di Sardegna)
"Dense and concentrated, this smoothly rounded wine is well integrated and robust in oak and black cherry, a nice representation of estate grapes. With a strong presence of tannins, it needs to breathe before being enjoyed with earthy fare.",Artesa 2013 Estate Reserve Pinot Noir (Carneros)
"Faint aromatics hide an effusiveness on the palate of thick, dense blackberry jam and brown sugar, the ripe power of the wine kept in check by a balance of acidity. Fuller bodied in style, it remains dry and vibrant on the finish.",August Briggs 2012 Old Vines Zinfandel (Calistoga)
"Made from a selection of premium parcels, this wood-aged wine still shows evidence of its toast and firm extract. So although there is plenty of fruit there, it's the dry core that is evident. It could still soften, so wait until 2017 to drink.",Azamor 2010 Selected Vines Red (Alentejano)
"A dark, almost black color is a reminder of Petit Verdot's traditional use to give color in the Bordeaux blend. The wine also has a stylish, aromatic character that brings out black fruits and generous tannins. It's rich and still young. Drink from 2017.",Azamor 2011 Petite Verdot (Alentejano)
"This offers aromas of ripe dark fruit, crushed rose, and a warm whiff of toast. On the palate, notes of clove and grilled sage accent a core of wild cherry. It's still young, with nervous acidity and assertive but refined tannins. Drink after 2018.",Beni di Batasiolo 2012  Barbaresco
"Cassis and blackberry aromas are bold and show a feral side as this breathes. Fresh and charged up on the palate, this hits with cassis and blackberry flavors in front of a fruity, not oaky finish. Drink this pleasurable, well-made Malbec now through 2017.",Benvenuto de la Serna 2014 Mil Piedras Malbec (Vista Flores)
"Earthy, mulchy, balsamic aromas blend with meaty blackberry scents to create a vintage Dávalos-Salta bouquet. The palate on this Malbec-Cabernet blend is inky, jammy and rich, with soft tannins. Earthy, roasted flavors of blackberry and balsamic vinegar finish with notes of mushroom and tree bark along with carob and fig. Drink through 2019.",Bodega Tacuil 2013 33 de Dávalos Malbec-Cabernet Sauvignon (Salta)
"Made in a delicious, dry style, this has a vivid yellow-gold color, lemon and butter aromas, a touch of honey in the Bosc pear flavors and a creamy texture that leads to a long finish. Not much of this variety is made in California and the acreage is dwindling in Livermore Valley, so this bottling is a rare treat.",Fenestra 2013 Semillon (Livermore Valley)
"Yellow skinned and Asian pears, jasmine flowers, lemon slices and a slight petrol note entertain the nose on this single-vineyard bottling from a part of the Parker family's estate that was planted in 1989. The palate is quite balanced between flavors of lemon-lime soda, tangerine juice and limestone minerality.",Fess Parker 2013 Rodney's Vineyard Riesling (Santa Barbara County)
"This ripe and structured wine is poised between rich berry fruits and a solid, dark tannic core. It has great fruitiness that envelops the dry center, showing wood and spice flavors that are coming together well. Drink this fine wine from 2018.",Herdade de São Miguel 2013 Ciconia Reserva Red (Alentejano)
"Despite a reported alcohol level that's moderate for its genre, this feels nicely full and rounded on the palate. Hints of vanilla and sarsaparilla accent flavors of cherries, plums and chocolate, while the tannins are supple and creamy in texture. Drink now–2018.",Yalumba 2012 The Strapper Grenache-Shiraz-Mataro G-S-M (Barossa)
"Dark garnet to the eye, this wine has aromas of black cherry, black raspberry, coffee and freshly ground black pepper. Flavors of height-of-summer cherry, raspberry and baking spice persist on the palate through a finish that is awash in silky tannins.",Bulgariana 2012 Cabernet Sauvignon (Thracian Valley)
"Concentrated black and red berries show depth and meet tobacco, vanilla and sweet cake spice on the nose. The medium- to full-bodied palate brings cocoa-dusted dark bramble berries into the mix, with streaks of graphite adding levity. The tannins offer grip but are not completely overpowering, with tart red currant lightly lingering on the finish.",Canyon Wind 2012 Clone 4 Cabernet Sauvignon (Grand Valley)
"This opens with earthy aromas of scorched soil, underbrush and a funky whiff of game while the palate offers candied cherry, white pepper and a hint of tobacco alongside firm tannins. It closes on an aniseed note.",Cascina Saria 2012 Colle del Gelso  (Barbaresco)
"Baked black fruit, scorched earth, eucalyptus and a toasted note come together on the nose. The palate brings black cherry, with intense licorice and mint supported by tightly wound, fine-grained tannins. It ends on a coffee note. Drink 2018–2028.",Castello di Verduno 2010 Rabajà Riserva  (Barbaresco)
"This mineral, structured wine is full of lemon, crisp green apple and fragrant acidity. It's ripe while also fresh and taut. A tangy texture shoots through the wine, giving a refreshing aftertaste.",Cave des Grands Crus Blancs 2014 Vieilles Vignes  (Pouilly-Vinzelles)
"A clean nose of lemon curd sets the scene for flavors of kumquat, green apple, ripe mango and lemon zest. Medium bodied on the palate, this wine offers a bright, crisp finish.",Chateau Burgozone 2014 Chardonnay (Danube River Plains)
"A wine with great fruit and balance, this is totally ready to drink. Harmony between the juicy acidity and yellow fruits gives the wine richness, intensity and an intensely fresh aftertaste.",Christophe Cordier 2013 Vieilles Vignes  (Pouilly-Fuissé)
"This unusual wine is half 2005, half 2006 Cab, and includes 10% Syrah. It's lively and broad, with plenty of smooth and creamy chocolate filling in around spicy raspberry and red currant fruit.",Airfield Estates NV Cabernet Sauvignon (Yakima Valley)
"This inexpensive Shiraz (60%) and Cab (40%) blend represents a solid value, blending cassis and dark coffee flavors with hints of mint and bell pepper. The green notes are adequately balanced by ripe fruit, and the tannins are extremely supple, finshing on a velvety note.",Wakefield 2005 Promised Land Shiraz-Cabernet Sauvignon (South Australia)
"This affordable blend of all five Bordeaux grapes is a solid second wine, produced from barrels cut from the winery's other bottlings. It hits 14.5% alcohol but remains reasonably well balanced, with just a touch of heat. It's dark and smoky, with plenty of barrel flavors. Cherry liqueur, smoke, caramel and espresso—it gives you a lot of power for the price.",Woodinville Wine Cellars 2005 Little Bear Creek Red Wine Red (Columbia Valley (WA))
"What a surprise to find such a delicate and berry-driven Pinot Nero from sunny Umbria in central Italy. This tastes very much like a Pinot you'd find in any northern region with feminine fruit and floral nuances lavished over by raspberry, vanilla, honey, cola and lavender. It's fragrant and buoyant in the mouth with loads of personality and bright acidity on the close: a pleasure to drink.",Barberani 2006 Pinot Nero (Lago di Corbara)
"Very grassy, herbaceous aromas lead to a wine that is dominated by minerality and pink grapefruit. It is intense, ripe and concentrated, but there is an element of tension in its crisp aftertaste.",Château de Tracy 2005 Mademoiselle de T  (Pouilly-Fumé)
"Fans of superfruity, oaky, big Chards will love this one. The grapes came from outside the true Santa Lucia Highlands AVA, but the wine shows similar power, with incredibly ripe, jammy yellow tropical fruit flavors accompanied by rich acidity. There's also a lot of new, smoky oak.",Adelaida 2005 HMR Estate Santa Lucia Highland Range Chardonnay (Paso Robles)
"This is Bacchus vineyard fruit, as per normal – these vines are something like 35 years old. It's all stainless-steel fermented, aged on the lees and finished at 13% alcohol. Fruit flavors of peach and pineapple fill the mouth with round, lightly spicy flavors. It's ripe but not sweet, tart but not too citrusy. Good balance and texture through the finish.",Arbor Crest 2006 Sauvignon Blanc (Columbia Valley (WA))
"This is a pretty, pale purple/rose; bright, peppery and rather delicate. It shows excellent floral aspects, like a good Beaujolais - it's somewhere between Pinot Noir and Gamay, with big fat grapes and heavy clusters that somehow produce a real finesse wine. The acids keep it lively, the peppery notes add a lot of spice and the floral qualities turn the tart cranberry fruit into something special.",Syncline 2006 Cinsault (Horse Heaven Hills)
"The grapes sure got ripe even in this cool, balanced vintage, so that the wine is jammy in cherry, black raspberry and cola flavors. It's delicious and crisply elegant, with a silky texture, but a little direct and forward. Probably at its best now.",Tandem 2005 Sangiacomo Vineyards Pinot Noir (Sonoma Coast)
"A beautiful Merlot, soft, ripe and complex, and front-loaded with cherry, plum, chocolate macaroon and sweet tobacco flavors. Shows rich, fine Alexander tannins that will let the wine age for up to a decade.",Mojon's Bench 2004 Estate Merlot (Alexander Valley)
"This is a good Pinot Noir. While it's not an ager because it's made for immediate consumption, it does show an elegant structure. Crisp acidity provides balance to the cola, cherry, pomegranate, spice and smoky vanilla flavors.",Mossback 2006 Pinot Noir (Russian River Valley)
"Features some superb elements that come off as a bit disjointed—perhaps it just needs some time? High-toned cherry fruit picks up some herbal notes and peppery cinnamon flavors, then finishes crisp, with hints of orange pekoe tea.",Oliverhill 2006 Clarendon Shiraz (McLaren Vale)
"This is a vibrant and lively wine with a sweet portfolio of aromas including red fruit, spice, rose bud, milk chocolate and almond nut. The wine is modern and upfront in terms of its delivery and has a chewy, succulent bite. Its fruity flavors are slightly sweet and the wine ends on a bright, cheerful note.",Fattoria Fibbiano 2004 L'Aspetto Red (Toscana)
"Minty and dusty at first, with secondary floral aromas that make you take notice. The palate is juicy and jumpy, with sizable coconut and black raspberry flavors that indicate ripeness but also some heavy oak aging. Shows grip and a touch of fire on the medium-long finish. Only 250 cases produced.",La Playa 2005 Axel Cabernet Sauvignon (Colchagua Valley)
"This dessert wine is such a deep amber color, it is reminiscent of a gleaming copper pot. Aromas of resin, pine nut, roasted almond, maple syrup and butterscotch denote a Vin Santo that shows its years without seeming old. It's thick and syrupy in the mouth with loads of honey-roasted nut flavors.",Le Caniette 2000 Sibilla Appeninica Vin Santo Passerina (Marche)
"For all of this wine's 14.5% alcohol, it's not that rich, instead presenting a medium-bodied, elegant palate feel. Hints of violets and cracked pepper are attractive on the nose, easily marrying with the wine's flavors of black olive, meat, sour plum and slightly pruny notes. Tasted twice, with consistent results.",Te Awa 2004 Zone 2 Syrah (Hawke's Bay)
"The glass gives off a great waft of delicate citrus and pear-flavored fruits, lightly perfumed and with a layer of minerality that sits easily underneath the freshness.",F X Pichler 2006 Loibner Klostersatz Federspiel Grüner Veltliner (Wachau)
"While exuberantly floral, this wine feels weightless and breezy on the palate. It's a bit lacking in concentration, but tart grapefruit and pineapple flavors make it refreshing and quaffable.",Stony Lonesome 2013 Estate Reserve Grüner Veltliner (Finger Lakes)
"This blend of 46% Cabernet Sauvignon, 37% Syrah and 17% Petit Verdot retains a reductive quality on the nose even after being opened for quite a while, with slightly funky blackberry and burnt cedar aromas. Dried blackberries and black cherries show on the palate, but the tarry sensation permeates throughout.",The Farm Winery 2011 The Big Game Red (Paso Robles)
"Pink grapefruit and lemon rind notes are elevated on the nose, with wet stone and candied watermelon lingering in the background. The palate on this 100% Merlot rosé is citrus-driven, yet an impression of roundness comes from tart peach and melon tones.",Trump 2014 Rosé (Monticello)
"Actor Sam Neill's Central Otago wine estate is sometimes billed as the southernmost in the world. The 2011 is a tart, medium-bodied wine blanketed in caramel- and mocha-scented oak. Enough modest cherry fruit pokes through, and there's an attractive, mouthwatering finish. Drink now–2018.",Two Paddocks 2011 Pinot Noir (Central Otago)
"Crisp and savory, this lively white delivers aromas and flavors of mature yellow apple, nectarine zest and a hint of nut. Bright acidity gives it refreshing support.",Guicciardini Strozzi 2014  Vernaccia di San Gimignano
Heady aromas of honeysuckle and orange blossom waft from the glass. The easygoing palate offers green apple and citrus alongside bright acidity. It closes on a note of bitter almond.,Guicciardini Strozzi 2014 Villa Cusona  (Vernaccia di San Gimignano)
"This 100% varietal wine has aromas of vanilla, milk chocolate and dark fruit along with light oxidative notes. It's fully flavored with coffee and dark cherry notes backed by gritty tannins.",Henry Earl 2012 Malbec (Red Mountain)
"Full of vanilla and nougat aromas, this has a creamy texture, almost-sweet flavors and soft texture. Fermented in stainless steel and only 15% aged in oak, it's practically a pastry in a glass.",Jamieson Ranch 2013 Light Horse Chardonnay (California)
Ripe notes of yellow pear pop up on nose and palate. The body is light and easy.,Landhaus Mayer 2014 Grüner Veltliner (Niederösterreich)
"This wine is brightly aromatic with notes of tangerine, lychee, ripe peach and white flowers. It drinks medium sweet with a very light spritz and a full feel.",Original House Wine 2013 Market Moscato (America)
"Strawberry and raspberry aromas are slightly brambly and peppery on the nose. The medium-bodied palate is driven by mulberry and stone-fruit flavors, yet balanced by just enough citrus verve.",Paradise Springs 2014 Nana's Rosé (Virginia)
"The nose on this wine is very peachy, boosted in the ripe department by banana, honeysuckle and tuberose. The palate is also rich and forward, with dried apricots and buttered peaches. It's well made, just quite tropical, and would complement roasted chicken.",Pear Valley 2013 Viognier (Paso Robles)
"Tropical fruit and peach aromas take center stage on this bright wine. The round, friendly palate doles out white peach, green apple and passion fruit alongside lively acidity.",Cantina Altarocca 2014 Arcosesto  (Orvieto Classico Superiore)
"From one of a group of chateaus owned by the Sumeire family, Coussin's second wine is tangy, textured and with lively acidity. The texture is as important as the fruit, giving a mineral edge to the acidity. The red fruits finish with an attractive lift.",Château Coussin 2014 La Croix du Prieur Rosé (Côtes de Provence)
Bosc pear and tangy peach are brought to life with a squirt of lemon juice. Enjoy this unoaked Chardonnay with citrus-marinated grilled chicken.,The Boneyard 2014 Chardonnay (Virginia)
"This wine is a fresh, herbaceous and fruity blend of Sauvignon Blanc and Grenache Blanc. Touches of tropical fruits round out the crisp lemon and grapefruit flavors, with an attractive, fragrant tang at the end.",Château Paradis 2014 White (Coteaux d'Aix-en-Provence)
"This opens with a lightly fruity aroma that carries a hint of fresh bread, butter and vanilla. These lead to fresh, straightforward fruit flavors like canteloupe and apple, again with a bit of vanilla kicking in on the finish. The texture is smooth, rather lush and the wine is light to medium bodied.",Coyote Creek 2013 Chardonnay (California)
"Attractively perfumed, this is a soft, young and fruity wine. Gentle tannins back up the red fruits and fragrant acidity. Coming from vineyards behind the main slope of the Côtes de Beaune, it is a cool wine, fresh with fruit and ready to drink soon, from 2016.",Domaine Parigot 2013 Clos de la Perrière  (Bourgogne Hautes Côtes de Beaune)
"A soft, simple and attractively fresh wine, this is ready to drink. It has all the crisp acidity you could want alongside riper yellow fruits and a soft, gentle texture. Drink now.",Domaine Thierry Drouin 2013 Domaine du Vieux Puits  (Macon-Bussières)
"Rich, tannic and brambly, a juiciness of blackberry jam forms the substantive core of this wine, made in larger quantities for larger distribution. The finish is leathery and well integrated in oak.",Frei Brothers 2013 Reserve Zinfandel (Dry Creek Valley)
"While a bit shy in both bouquet and concentration, this cherry-kissed rosé is a refreshing summer sip. A blend of Pinot Noir and Dornfelder, it's a touch tart with a brisk, zippy finish.",Fulkerson 2014 Rosé (Finger Lakes)
"This is textbook Marlborough Pinot Noir, featuring aromas that hint at mushroom, beetroot and ripe cherries. The palate is on the light side, with silky tannins and crisp acids that bend the fruit toward pie cherry and cranberry on the tart finish. Drink now.",Marlborough Estate Reserve 2013 Pinot Noir (Marlborough)
"Strawberry jam accented in black cherry form the essence of this medium-bodied wine with high-strung acidity. It seems to speak to a fair amount of winemaking more than to a specific site, showing oak and earth on the finish.",Via Giusti 2011 Pinot Noir (Russian River Valley)
"Very ripe fruit aromas and flavors in this wine resemble dried plums and cherries. The texture feels broad and smooth, with enough firm tannins to give it some grip on the palate. It tastes full bodied and a bit exotic, with some anise and black pepper to enhance the dried-fruit notes.",Wood Family Vineyards 2012 Especial Cabernet Sauvignon (Livermore Valley)
"Fun, fruity and fresh—this stainless-steel Chard carries green apple and tart pineapple, centered around a lemon core. The acids are bright, almost sharp, but mellow on the finish.",Ingleside NV Chesapeake Chardonnay (Virginia)
"Tight in oak barrel and tar-licked tannin, this red is a tad on the hollow side midpalate, but shows promise in its cinnamon spice and blackberry fruit flavor. It finishes lean.",Iter 2012 Cabernet Sauvignon (Napa Valley)
"This straightforward wine has notes of fresh apple and pear. The flavors are light in style, seeming a bit dilute.",Kamiak 2014 Unoaked Chardonnay (Columbia Valley (WA))
"This opens with aromas of oak, tire rubber, fennel and underbrush. The palate is dominated by oak and oak-driven spices alongside a confectionary note and green, astringent tannins. It lacks fruit richness.",Lunadoro 2008 Quercione Riserva  (Vino Nobile di Montepulciano)
"Lean, tart and slightly astringent, this is a tough Pinot to warm up to. Yet it does show decently complex notes of leather, mushroom, pie cherry and citrus. Try holding it until 2017 to see if it becomes more generous.",Millton 2012 La Cote Pinot Noir (Gisborne)
"This offers subdued aromas of vanilla, toasted oak and a whiff of dried orchard fruit. The palate isn't very expressive, displaying buttery notes, white almond and just a hint of citrus peel but it lacks fruit richness to stand up to the racy acidity.",Guidi 1929 2012 Aurea Riserva  (Vernaccia di San Gimignano)
"There's a fine, pristine quality to this Soave Classico that translates into aromas of lively peach and crisp citrus. This luminous white wine has the natural density to match Salad Niçoise with extra vinaigrette.",Ca' Rugate 2009 Monte Fiorentine  (Soave Classico)
"Packaged in a screwcap bottle with an eye-catching purple label, Re Midas is a textbook expression of Soave with fresh aromas of melon, peach and honey. This well-priced white delivers a compact but crisp mouthfeel.",Cantina di Soave 2010 Re Midas  (Soave)
"Ripe and juicy, full of blueberry fruit flavors, very smooth and velvet while also shot through with acidity. A delicious, ripe wine that is ready to drink now.",Casa de Santa Vitoria 2008 Tinto Red (Alentejano)
"A particularly fresh and refreshing wine, with the cleanest acidity, attractive red fruits and grapefruit juice. A great apéritif style. Screwcap.",Château Routas 2010 Rouvière Rosé (Coteaux Varois)
"A little bitter and rough around the edges, but a very delicious wine, with lots of cherry, red currant, liqueur, bacon, Dr. Pepper cola and cinnamon spice flavors. Give it a brief decant and drink now.",Conn Creek 2008 Cabernet Franc (Napa Valley)
"This second wine from Dão Sul's Douro quinta shows the bright fruity side of the region. It's a lively, fresh, red fruit flavored wine, with soft tannins and a ready to drink feel.",Dão Sul 2008 Quinta das Tecedeiras Flor de Tecedeiras Red (Douro)
"Clean, very fresh, very crisp. There is some body to it, with green herbal flavors and red plum juice. The finish is packed with acidity.",Domaine Sainte Lucie 2010 MIP Made in Provence Rosé (Côtes de Provence)
"Powerful tannins push the wine forward to a more fruity, spicy hinterland, where the red cherry acidity prevails.",Sanguinhal 2008 Quinta de São Francisco Red (Obidos)
"At first, this wine tastes overworked, with very ripe pineapple, lime and mango flavors elaborated with sweet new oak. But then acidity washes in, drying it out, and letting a minerality hit that grounds the wine. If it finished drier, the score would soar.",Signorello 2009 SETA Semillon-Sauvignon Blanc (Napa Valley)
"Give this young wine a decanting to let some initial mustiness blow off. Afterwards, it's soft and earthy, with a sweet core of black cherries and oak. Should develop over the next 4–5 years.",Stomping Girl 2009 Beresini Vineyard Pinot Noir (Carneros)
"Delicious flavors in this blend of Grenache Blanc, Viognier, Roussanne and Marsanne. Rich in apricots, oranges and honeysuckles, it's a little soft and sweet, but fancy. Drink now.",Tablas Creek 2010 Patelin de Tablas Blanc White (Paso Robles)
"A rich, oaky Chardonnay, overwhelming in buttered toast, caramel, pineapple jam, crème brûlée and cinnamon spice flavors. If you're looking for a big, strong Chardonnnay, it's for you.",Talbott 2009 Kali Hart Estate Grown Chardonnay (Monterey)
"Fresh, layered aromas of black fruits and licorice are appealing. The palate is full and offers kick, while flavors of berry and plum are fairly rich, spicy and honest for $9 Cabernet. A bit sticky and it falls off on the finish, but overall it's a nice value red.",Valentin Bianchi 2010 Elsa Bianchi Cabernet Sauvignon (Mendoza)
"Good, rich and spicy Zin from Williams Selyem winemaker Bob Cabral. It's not the most memorable Bacigalupi ever, with a somewhat soft, simple structure. But the raspberry, vanilla, toast and spice flavors are fine for drinking now.",Williams Selyem 2009 Bacigalupi Vineyard Zinfandel (Russian River Valley)
"La Nerthe's late-ripening Mourvèdre typically shines the brightest in warm vintages, which 2008 was not. The result is a leathery, peppery wine with rather crisp, cherry-inflected fruit. Drink it over the next several years.",Château La Nerthe 2008 Red (Châteauneuf-du-Pape)
"A bit anonymous, but for a big-production négoce blend from a difficult vintage, you could do a lot worse. Plums and black cherries predominate, but tinges of cinnamon and earth peek through. Tannins are soft; drink now.",Clerget 2008 Red (Châteauneuf-du-Pape)
"Plummy and savory, this plump, supple-textured wine is a blend of 80% Grenache and 20% Mourvèdre. It offers an easygoing mouthful of fruit in an early-drinking style.",Domaine Pierre Usseglio et Fils 2008 Red (Côtes du Rhône)
