Name,Price,Mileage,Doors,Horsepower,Seats,Year,Cabriolet,Black,ImageId
TOYOTA iQ3 1.33,24100,0,3,98,4,2012,False,True,ef362073-51f7-4139-b009-f9e02ab34067
TOYOTA Auris 1.6 Linea Sol,19900,36000,5,124,5,2010,False,True,0ecaf9fe-c887-4c7d-89dc-83d433323fb9
MERCEDES-BENZ CL 600,39800,73400,2,367,4,2001,False,False,775fd4c2-84aa-4b06-ba4a-4b8295d0dbaa
MERCEDES-BENZ SL 500,44800,39800,2,320,2,1997,True,True,016449d7-0156-4762-b0fd-21697c31f702
BMW M3,28900,138000,2,343,5,2001,False,False,40f9d5a6-f00b-4346-8de4-e636bc47e02d
HUMMER H2 6.0 Luxury,59500,39500,5,316,5,2007,False,False,80793f12-e600-44a5-9c5d-0267305e663c
CITROEN DS3 1.6 VTi So Chic,22900,10745,3,120,5,2010,False,True,6f85e596-7fc1-49c3-90ac-bcf7fd407378
VOLVO C30 DRIVe S/S Kinetic,23000,20300,3,109,4,2010,False,True,939f3fff-ad46-4d45-b82f-dd35bd60547c
PEUGEOT 306 Break 1.8 16V RGarros,900,190000,5,110,5,1998,False,False,bee65b78-6ed6-4cf1-bb23-6f0cd634b9dc
BMW M Roadster,19800,104300,2,321,2,1998,True,True,2656d4fb-7a39-4d74-8f7a-7f61c32545be
VW Golf Plus 1.9 TDI Comfort,14800,83000,5,105,5,2006,False,False,7295af8c-8317-4708-aa13-efca7551f3d4
BMW 330xd Touring,29900,68000,5,231,5,2006,False,True,c624bc9a-d2d8-4bb5-bdf9-4a200c5e4678
VOLVO C70 T5 Momentum,35900,10000,2,230,4,2010,True,False,5540ec98-179f-4f28-9658-9716a7e21acb
AUDI A8 4.2 quattro,7800,143700,4,300,5,1996,False,False,07c6529e-223f-423f-bcfd-8214c05c5d3c
VW Touareg 3.0 TSI Hybrid,55900,49000,5,333,5,2010,False,False,1406b37a-f2f5-4d20-b89a-0a8f8909d0da
AUDI A8 4.2 quattro,18900,101000,4,335,5,2003,False,False,7936345d-c1a4-4f6d-9da3-6d03ed99b8dd
VOLVO C70 T5,19800,27900,2,240,4,2001,False,False,8476680d-0c44-45d8-9a79-ac5f88a90eef
PEUGEOT RCZ 1.6 Turbo,29000,42500,2,156,4,2010,False,False,86870ce3-96cf-4cee-97dc-7b6cff0a64ea
VW Touareg 3.2 V6,19500,187500,5,220,5,2004,False,False,9257357f-a8b7-4f29-aabd-59258e944920
SEAT Exeo 1.6 Reference,23900,7200,4,102,5,2010,False,False,2af31df6-ac34-4377-af7d-bd247712f10f
VOLVO V50 1.8 FlexiF. Momentum,47500,1,5,125,5,2009,False,False,f46c301b-5e3c-4b1a-8d18-49dc88873ec3
AUDI A6 2.8 FSI quattro,46990,35395,4,220,5,2010,False,False,930bb704-7451-4be7-93ed-38da40ed22fe
BMW 750i,79900,16000,4,408,5,2010,False,True,aa2de482-24ae-4e5e-afa6-95877ee02a06
BMW M3 CSL,69800,49800,2,360,4,2004,False,False,b32721c7-bd79-4355-ad23-80fb5eb334b3
OPEL Vectra 2.2 Elegance,10200,78800,5,155,5,2006,False,False,f4e1fd76-e1c6-4d0d-a313-c6807e06b9ce
MERCEDES-BENZ B 180 (170) BlueEff,23800,32300,5,115,5,2009,False,True,1604e606-310a-418b-85a6-b6f5182901c1
ALFA ROMEO Spider 1.8 TS 16V,5900,92000,2,144,2,1999,True,False,a23ae5ca-e441-4323-b657-e32425e07adf
BMW 318 ti Compact,6900,132000,3,143,5,2004,False,True,dfa43067-a187-4230-adfd-55b093ef8859
VOLVO V70 2.4 Bi-Fuel,7900,238000,5,140,5,2004,False,False,62e7d759-a716-40a2-a051-cfa6fda45ec6
FERRARI F430 Spider,155800,26500,2,486,2,2008,True,False,7a933218-6b74-4764-812e-c5f7c5ffd68b
FIAT Bravo 1.4 16V Dynamic,12600,49800,5,90,5,2008,False,False,1ad7ecaf-ee36-42d5-8aa9-0922ed3f3559
OPEL Astra 1.9 CDTi Cosmo,7900,126000,5,120,5,2006,False,False,eb3bb278-77d1-4c26-abe4-1c8d8d75cf11
ALFA ROMEO 159 SW 2.4JTD Distinctive,17900,110000,5,200,5,2006,False,True,dfe288d2-55d2-4c2b-b889-5d5a2675648a
MERCEDES-BENZ C 220CDI BlueEff Avgarde,39900,40000,4,170,5,2010,False,False,71df5708-bdb7-4c9e-9d57-3aa457d602d6
MERCEDES-BENZ A 170 L CDI Classic,8800,149800,5,95,5,2003,False,False,7e14bc93-ce50-4d94-afee-9942ee149a5c
CHEVROLET Cruze 2.0 VCDi LT,22810,2000,4,150,5,2012,False,True,f44d51e3-152e-4018-bc5c-3972b029ddde
ALFA ROMEO Spider 1.8 TBi,39900,26500,2,200,2,2010,True,True,71c653bb-265c-4c95-973d-ca5e34d63d86
MERCEDES-BENZ ML 280 CDI 4Matic,44500,63000,5,190,5,2008,False,False,687d6c99-ec07-4a19-ae7f-2900460bac0d
RENAULT Twingo 1.2 Spring,2900,135000,3,59,5,1998,False,False,418868e9-9fb5-444f-a3f7-c182c29b0539
TOYOTA Auris 2.0 D-4D Linea Sol,14900,32000,5,126,5,2007,False,False,97d7b9ac-fb13-4a7b-9dff-05cec8c832c1
VW T5 2.5 TDI PD 4MOTION,29800,95000,4,131,9,2008,False,False,cf2a1a85-0d7f-464f-a205-9c45bc09c1bb
MITSUBISHI Lancer Evo VI RS-2,36000,123000,4,282,5,2001,False,False,a713e8d3-f2af-4ac5-8145-115cda6acb9b
PEUGEOT 207 1.4 16V XS,9900,53000,5,88,5,2006,False,False,b8676cf0-3a54-4d38-8133-475ce3dce0c8
TOYOTA Auris 1.6 Linea Sol,12900,66000,5,124,5,2007,False,False,324c6914-934d-44ed-97bb-b1400ae9a942
AUDI A8 L 4.2 FSI quattro,76500,29500,4,350,5,2010,False,True,c51e59b6-b336-4747-96e1-c9f0e73178c1
MERCEDES-BENZ S 350 4Matic,31500,62000,4,245,5,2005,False,False,3adeeb8b-3338-4b47-bb4d-e1800f490dc6
RENAULT Grand Sc+®nic 2.0 16V Dynam.,12900,90000,5,135,7,2005,False,False,e72ef8eb-bbda-489c-83f5-f8e53a548f1e
SMART roadster,10900,106000,2,82,2,2004,True,False,3f86a92a-7e77-4f53-a4a4-05fbb25f2b7d
MITSUBISHI Lancer 2.0 DID Intense,19355,7900,5,140,5,2010,False,False,7a3a888d-ea46-4eee-bbf6-c605c5743e6e
TOYOTA Avensis 2.0 D4 VVT-i Sol,23300,34400,5,147,5,2006,False,False,54a978c4-5cdc-44f5-ad8a-686e4c6fc30b
MERCEDES-BENZ R 350(320) CDI L 4Matic,55500,126000,5,224,7,2010,False,True,e9555b5f-eb20-439a-b4bb-efa92747a37c
TOYOTA Corolla 1.6 Pardo,13900,28000,5,110,5,2006,False,False,33967ee8-95b0-45d3-9134-86c99a7915d8
TOYOTA Avensis 2.2D-4 D L.Sol,23300,92200,5,150,5,2005,False,False,23733ee2-fc9d-406b-98b9-d29172337f61
RENAULT M+®gane 2.0 16V IDE Dynam.,5500,95500,2,138,4,2001,True,False,3a490421-f7cc-4d91-acb4-5d9758e6e270
VOLVO S80 3.2 AWD Momentum,21730,85000,4,238,5,2007,False,False,2d5eedd1-7d78-4e63-b907-458fd9250225
MERCEDES-BENZ C 220CDI (Classic),36770,30200,5,170,5,2009,False,True,e9eaa42f-11bc-4098-82c2-2d16c6455597
HONDA FR-V 2.2 i-CTDi Executive,21500,50000,5,140,7,2006,False,False,46ca82ad-0129-4856-9dad-a0ca2c650996
AUDI A1 1.4 TFSI Ambition,29900,5000,3,122,4,2010,False,False,937a547a-5864-4e15-9601-fae7612c9686
SEAT ALTEA XL Freetrack 2.0 TSI 16V Premium,25900,25000,5,200,5,2007,False,False,f9a300b4-5b45-4093-9e7d-6f19defce874
BMW 525d Touring ,18900,142000,5,177,5,2006,False,False,1bd2aaeb-fb8a-4953-81f8-53aa9123446b
MAZDA 626 2.0-16V TD,5800,161900,5,110,5,2002,False,False,04dfa3ab-149e-4a75-8782-76ee7d050acc
FORD FOCUS Kombi 1.6i 16V Ti-VCT Carving,17900,15000,5,115,5,2010,False,False,6c81fb22-bff5-4e97-b092-47e3b01d95b5
BMW 530xd Touring,26500,107500,5,231,5,2006,False,False,ab77384c-a063-46d7-b0cb-f332472d176a
FORD KA 1.2 Titanium,17749,12700,3,69,4,2011,False,False,50443540-dd46-4ad4-900a-93738aaa22b9
AUDI A1 1.6 TDI Attraction,24500,23000,3,105,4,2011,False,False,c5343a1c-4489-45d9-bc96-8dd8497dbb77
AUDI S4 Avant 3.0 TFSI quattro,43900,79000,5,333,5,2009,False,False,bbacd24b-aa0c-4de0-9626-fbbecb495964
AUDI A1 1.6 TDI 105 PS Ambition,29900,14900,3,105,4,2010,False,False,cacaf305-0c59-4c6a-a29c-4c4032f72ef8
TOYOTA Yaris 1.8 TS,17800,42300,5,133,5,2007,False,False,03965e63-604c-49b4-a987-43602bc4db07
VW Golf 2.0 TDI Sport,16800,106800,5,140,5,2008,False,False,62b9fa97-ea44-49d3-8867-a8b73ac74840
LEXUS IS 200,9900,106000,4,155,5,2002,False,False,a0297970-de35-45f3-8a6c-16bb23483618
LAMBORGHINI Gallardo 5.0 V10 Coup+®,119000,45000,2,500,2,2004,False,True,cddcbab3-1687-4f8c-a153-87b5088e03f2
OPEL Speedster 2.0 16V Turbo,39900,11700,2,200,2,2003,True,True,e6f1c2ca-d114-422c-996a-7a0372d15d5b
MERCEDES-BENZ CL 600,67500,44000,2,500,4,2006,False,False,2fcffa2a-fa95-42ab-baf8-333668c93887
TOYOTA Prius 1.5 16V Hyb.Limited,16800,35000,5,78,5,2008,False,False,97ccb571-4d1d-48dc-9b4a-5a236f3544f3
RENAULT Modus 1.2 16V Auth.Pack,6900,50000,5,75,5,2006,False,False,638a761e-b2f0-4792-af3a-651f33401d72
MERCEDES-BENZ A 180 CDI Avantgarde,14500,75000,5,109,5,2007,False,True,d80e2122-5e42-467c-a282-71ac6a25b8f4
MERCEDES-BENZ E 280 CDI Av.garde 4Matic,27500,80000,4,190,5,2006,False,False,f404d80f-e8fc-4a6e-ae0f-e702e07cbe69
VOLVO XC70 D5 AWD Momentum Diesel,34900,69500,5,185,5,2008,False,True,733bae3c-9a7c-4ffd-a4a0-ba2a478b2616
VW PHAETON 4.2 4motion 5P.,49900,20600,4,335,5,2007,False,True,10857774-2b9b-4cf9-a982-ee62dc6e7d49
VOLVO C70 Cabriolet 2.0T,17900,76000,2,163,4,2004,True,False,d4f79e8f-337e-47c5-b182-080bffbf2632
BMW 320i Cabriolet,48700,18000,2,170,4,2011,True,True,aac922a8-82a0-480a-b283-26cb30a3f7b2
ASTON MARTIN DB7 Vantage Volante,98900,28000,2,416,4,2001,True,True,a198568e-8341-44d9-a41a-88fa96ccea5e
OPEL Astra TT 1.8i 16V Enjoy,13700,72000,2,140,4,2007,True,False,f16f461e-8180-4394-9135-9b9805d7c2cd
AUDI A3 1.8 TFSI Ambiente,25900,25000,3,160,5,2009,False,False,ec295dd7-a169-4b16-a2fb-d07eb0fa2600
FORD FOCUS Kombi 2.0i 16V Ghia,11500,55490,5,145,5,2005,False,False,d1af54af-98ff-4d70-a0e2-cd7726c278fb
OPEL Meriva 1.8i 16V Cosmo,12700,35000,5,125,5,2008,False,False,ece7de1b-0ff4-41a5-9c44-55505ea722e1
RENAULT Clio 1.2 16V T Dynamique,13800,36000,5,101,5,2009,False,False,9d7a8804-83c2-417b-b203-4d7fa3f40879
NISSAN Almera Tino 1.8 visia,9900,65800,5,116,5,2006,False,False,dc11fe15-9396-4501-8b59-99e7a9f4e44e
DODGE Caliber 2.0 CRD SXT,27700,11000,5,140,5,2010,False,False,54c61631-6408-49ea-8709-740d1f92cb83
RENAULT Sc+®nic 2.0 16V Dynamique,8900,107500,5,135,5,2007,False,False,9054cc50-11a1-4363-b7c6-a025af56798d
BMW 330Ci,14900,141000,2,231,5,2001,False,True,f741367a-af98-4edf-ae98-c2b9aa813a72
TOYOTA Avensis 2.0 Linea Sol Lb,7500,95800,5,150,5,2001,False,False,6a2a2cbd-c9b7-4974-acbe-cddc37bdec8e
MITSUBISHI Pajero 3.2DI-D Intense,29800,106500,5,170,7,2007,False,False,5b2dfd43-4ca1-4de0-aad8-b3a0ca285769
MITSUBISHI Pajero 3.2DI-D Intense,29800,132400,5,170,5,2008,False,False,3bff3a71-8ee7-460e-aef7-de58549fcfbe
HONDA Accord 2.4i Type-S,25900,25000,4,201,5,2009,False,False,06004c6d-9614-46ac-92c8-2a254efb9489
FERRARI 612 GTC ,177000,33500,2,540,4,2006,False,True,8ec53b64-8e25-49b0-b6b9-893c7f1a315e
AUDI A6 Avant 3.0 quattro,7900,167000,5,220,5,2002,False,False,d20611ca-9b16-439e-a0d1-4ae067a8ed95
VW Golf Plus 2.0 TDI Comfort,14900,68000,5,140,5,2006,False,False,c05d16e3-2891-4fc1-8378-7420551db0bf
BMW 535d Touring,29900,135000,5,272,5,2005,False,False,2765056a-2b89-42c5-88bc-4076da363f42
MAZDA 2 1.5i 16V Sport,13800,36000,3,103,5,2009,False,True,f1bfe1f4-af84-4e33-b014-33d768e08550
FORD C-Max 1.8 Carving,8900,89800,5,125,5,2007,False,False,dc6a0206-d66e-49f9-b26a-937f201c4354
VOLVO V50 2.4 Kinetic,26000,49500,5,140,5,2008,False,False,e8817a18-1e54-4116-9fba-2b20887ee2e0
CITROEN C3 1.4i GNV (SX Pack),14950,23100,5,73,5,2007,False,True,3b3ca300-a179-479e-8a40-b21f09a973c6
LOTUS Elise,27800,75100,2,120,2,2001,True,False,f6b68ad2-4b50-4085-b631-7379218220de
MERCEDES-BENZ E 63 AMG,99800,21500,4,525,5,2009,False,True,33de7795-fce5-4084-8078-2fefdede847e
VOLVO S60 D5 AWD Summum,45900,18000,4,225,5,2010,False,True,907fb6e3-8a5c-4652-b8fe-25ce9db56077
VOLVO S60 2.0T Summum,49800,12000,4,203,5,2012,False,False,acfe7b13-dd03-447d-ae5c-839b52476f00
MERCEDES-BENZ C 200 Kompressor Classic,17400,133900,4,163,5,2002,False,False,35ad3d50-f488-4588-a472-764c6e8d92f5
PEUGEOT 307 1.6 16V XS,4500,106000,5,110,5,2002,False,False,3f770e7b-90f0-4b4b-a7d5-303282de0cee
SKODA Superb 1.8 T Elegance,7900,143000,4,150,5,2003,False,False,8ce63f35-8872-4138-9ff2-79e125bfdddd
VOLVO V50 T5 AWD Summum,17950,115700,5,220,5,2005,False,False,d12cc5b9-3967-4b92-bf9f-1e43df82c9ca
TOYOTA Yaris 1.3 Linea Luna,9900,61000,5,87,5,2006,False,False,7b798f7b-4ced-49b0-a927-f9ea4355c317
OPEL Vectra 2.2 Elegance,7800,121000,4,147,5,2003,False,False,d841fa45-93b5-4c5a-b56c-171c160c10c9
HONDA CIVIC 2.0i Type R,13500,77800,3,200,5,2002,False,False,142a71b3-82d8-452d-a1e5-6688f1119a69
HONDA Civic 1.8i Evolution,22910,9000,5,140,5,2011,False,False,d0559720-7bbf-4962-96fc-ea466d397a4d
NISSAN Patrol 3.0Di Luxury Wg,16900,134800,5,158,5,2003,False,False,9db67ee3-bc37-4205-87f6-a1ac110bd690
ALFA ROMEO Giulietta 2.0 JTDM Dist.,29800,19100,5,170,5,2011,False,False,a90e7388-007d-4743-9ead-613009d79733
MERCEDES-BENZ C 180 K White Star,34800,28500,5,156,5,2010,False,False,70a84fc3-5fb5-4f00-9277-28b685f76fef
MERCEDES-BENZ A 160 MyStar,21900,34000,5,95,5,2010,False,True,76a1b13f-46dc-4f1a-b880-dcd362c0fdde
PORSCHE 911 Turbo S,74500,63500,2,450,4,2003,False,True,7a249204-941d-4121-9ebb-cb023a9d22c6
SUZUKI Swift 1.0 GLS,2500,73500,3,53,5,1998,False,False,15807417-f206-4c85-8c54-35e901e105c4
BMW 525d,49800,39000,4,204,5,2010,False,True,54ac3f38-35e6-447c-9515-d22bcee9eac1
BMW 520d Touring,69300,100,5,184,5,2012,False,True,02aadafe-9fbb-454e-8129-99e09a7eb4e7
BMW 530d,9900,149000,4,184,5,1999,False,False,22f024a8-4906-4f5c-af0b-a906b5306364
VOLVO V70 D5 Stockholm Conf.,23900,114580,5,185,5,2006,False,True,555f42c8-f387-4802-abf1-e8e8746f03c2
RENAULT Laguna 1.9dCi Authentique,5900,152000,5,120,5,2006,False,False,57f95ff5-0369-42c0-87c2-cdbfb3b91de5
FIAT Barchetta 1.8 ABS,7300,77000,2,131,2,1998,True,False,e14407bb-b99e-4c90-84ad-59891f100777
BMW 116i Access,14600,55000,5,115,5,2006,False,False,e9106106-6072-470b-8fe9-ab1cf1d993c0
ALFA ROMEO 156 2.0 JTS Distinctive,5900,78200,5,166,5,2002,False,False,e310bf97-067b-42e9-95e4-3f7cd80d61a2
TOYOTA Yaris 1.5 TS,9500,75500,3,106,5,2002,False,False,5e8c3f87-de9e-462a-b056-6f27b09ef7d4
AUDI A4 2.0 TDI KOMBI S - Line,41900,16000,5,143,5,2012,False,True,1e7e94c1-5bd5-44ca-956b-861970a53649
LANCIA Delta 1.9 D-MJ TT H.Black,36900,11500,5,190,5,2011,False,True,76f5d83b-7e98-49b7-97a9-63b9eed91a24
AUDI A6 Avant 2.7 T q.Ambiente,7900,171700,5,230,5,1999,False,False,105e1af7-cd1a-4f44-b3ce-30416bddbd8d
VOLVO C70 T5 Summum,51590,7000,2,230,4,2011,True,True,c0211a5c-f287-4a14-a6a6-0acf9965a714
CITROEN DS3 1.6 VTi So Chic,19990,1500,3,120,5,2010,False,True,dc82a708-ca29-439d-ade2-79773373fc95
OPEL Astra 2.0i Turbo Sport,14900,37000,5,200,5,2004,False,False,ffaad287-e39a-4195-add8-ae3c31cd68c2
TOYOTA Avensis 2.0 L.Sol Plus,8990,79000,4,150,5,2002,False,False,d7d771d9-1a66-4fe5-a020-ca08f2aaa41c
PORSCHE Cayman S 3.4,74800,400,2,320,2,2010,False,True,cd9ec67d-b069-4d4c-a4f1-c4dc65fb7a2e
MERCEDES-BENZ C 180 Classic,9500,103500,4,129,5,2002,False,True,bd5e7ae5-fe9b-4434-ac2e-6c2f36c132c5
NISSAN Tiida 1.8 acenta,13500,23500,5,126,5,2008,False,False,876e270e-6252-4a24-91ac-7ca474c65b57
OPEL Agila 1.0 12V Club,3500,118000,5,58,4,2001,False,False,a4fe6fde-fd3e-463e-9323-3cee3f780d52
RENAULT SC+ëNIC 2.0 16V Latitude,4900,130000,5,140,5,2001,False,False,cd724a01-a753-49b4-aba1-d881db0bad48
HONDA Civic 1.8i Sport,11500,72500,5,140,5,2007,False,False,dc3178b2-d4ef-4a51-bdc8-e73e6c5ec0e0
LAND ROVER Range Rover 4.6 HSE,9999,171000,5,218,5,1999,False,True,8555a390-f8cc-498c-a742-d553702376c4
VW Polo 1.4 16V High,9700,44000,5,101,5,2004,False,True,8c094426-05a6-4a8a-9d98-7360912ee8b6
TOYOTA Auris 1.6 Linea Sol,13900,51500,5,124,5,2007,False,False,db321cd9-5300-449c-a969-1410a8a1e981
TOYOTA Avensis 2.2D-4 D CP L.Sol,15800,46000,4,177,5,2006,False,False,2feb96c3-ffe3-4e39-9477-441b63eec2d7
VW Sharan 2.0TDI BlueM Comf.,39850,29000,5,140,5,2010,False,False,40cec928-e770-46c2-981f-09795ad6f77b
SUZUKI SX4 1.9 TD GL Top 4WD,14800,72750,5,120,5,2007,False,False,c98f65be-91a5-4550-86e1-a39be7182f33
SUBARU 2.5T WRX STI Sport,45100,10,4,301,5,2013,False,False,09262fab-09ca-4833-8afc-0e3abe91a49e
BMW 525d Touring,23500,114500,5,177,5,2006,False,True,50bfe46e-046d-4fcd-8e52-6f5dfa6a5a30
HONDA Civic 1.8i Sport,16800,35500,5,140,5,2007,False,False,f79df8e2-ee3b-4491-a198-c7d3c61f19a0
MERCEDES-BENZ C 200CGI BlueEff MyStar,32300,68000,5,184,5,2010,False,False,3b298ddf-cefd-4de8-a232-c04502944f70
AUDI A4 Avant 1.8 T quattro,16900,108000,5,163,5,2004,False,False,8f54aaee-9c03-4e51-a91a-8393fdf63432
AUDI S6 5.2 V10 quattro,68500,24500,4,435,5,2009,False,False,64a64e12-2b0a-4ec4-9e34-698d1d314719
MINI Mini Cooper,11800,70350,3,115,4,2005,False,True,6edc329a-2d85-49e4-b6cc-cbda24d067ff
RENAULT Clio 1.4 16V Privil+¿ge,5900,112000,3,98,5,2001,False,False,e5d65dad-2102-46a1-bda4-3efc7a853aae
SEAT Ibiza 1.8 20V Turbo FR,5900,173000,5,150,5,2004,False,False,3b23cb41-6d20-45c1-a854-86843abc1a6b
ALFA ROMEO 159 1.9JTD,15900,63800,4,150,5,2005,False,False,efca5d87-8caf-4be1-8e45-2347d1f1f4e0
CITROEN Xsara Picasso 2.0 HDi SX,5900,66000,5,90,5,2002,False,False,0e854a05-c1cb-4766-b0da-0bc0f3a45346
LOTUS Elise R,63900,36500,2,192,2,2005,True,False,e1f57735-1de0-4af8-ba9f-61f6d3f7f61d
MASERATI Coup+® GranSport,54800,38400,2,400,4,2005,False,False,16df2a40-5836-4689-86dc-631e1659f8bc
SEAT Ibiza 1.4 TDI Ecomotive,16900,31900,5,80,5,2010,False,False,e482f2e2-5c4d-4eaf-b010-626ef272e4da
MERCEDES-BENZ A 160 CDI MyStar,22500,18000,5,82,5,2011,False,False,7423e327-4e73-440a-ac39-84d1dfe8e1b9
OPEL INSIGNIA 2.0 CDTi 130 Edition,19900,42000,4,130,5,2008,False,False,830da26d-0f26-4e03-a875-5a5e63149cea
KIA Soul 1.6 CVVT Trend,16900,42500,5,126,5,2009,False,False,fb0b40d3-0127-4b4c-95ab-98d97065b484
OPEL GT 2.0 16V Turbo,29500,22000,2,264,2,2009,True,True,84b0158f-2282-4335-a614-d3674ed6c536
LAMBORGHINI Gallardo 5.0 V10 Coup+®,158500,15300,2,500,2,2007,False,False,b6042323-5812-4d00-8968-9773d85a5812
OPEL Astra 1.6i 16V Comfort,1680,63000,5,101,5,1998,False,False,9576e410-9352-40ea-b536-c10479925ee7
OPEL Corsa 1.2 TP Enjoy,10450,43000,3,80,5,2006,False,False,a19e5cc0-01e2-4068-ac9f-747903731d27
PORSCHE 911 Carrera Cabrio,59800,81900,2,285,4,1996,True,False,924a4da2-7fe2-4b32-adfb-69daa924bfd5
OPEL Vectra (GTS) 2.2 Elegance,9900,69500,5,155,5,2004,False,False,2f313b5a-2433-4d32-99fe-85b85124cce7
FERRARI F355 Berlinetta,64800,29200,2,380,2,1998,False,False,6a5aca40-91d0-4a20-9a87-277b4b18c14d
HYUNDAI Coup+® 2.7 24V FX,19900,26900,3,167,4,2007,False,False,a6144ea7-5ea7-4f17-8dad-6dce3954beca
LAMBORGHINI Gallardo Superleggera,168500,13500,2,530,2,2007,False,False,1573b3f2-2cbd-478c-b1b6-97f1d25bf95f
TOYOTA iQ 1.0,13800,21000,3,68,4,2011,False,False,df472fec-471f-4a82-a75a-d9c244d69a8a
AUDI S4 Avant quattro,8900,225000,5,265,5,2000,False,True,6450c0fb-450f-4fd5-919c-af7b94e3e9d9
RENAULT Laguna 2.0 T GT,26000,250,2,204,5,2008,False,True,adaa07f2-24cc-4923-9be6-81bd59c9f4bc
RENAULT Laguna 2.0 T Dynamique,18900,36000,2,204,5,2009,False,False,872474e0-358b-42ce-9ce1-2abdf56d5060
MERCEDES-BENZ CLS 500,31950,101000,4,388,4,2007,False,False,e5dbfd52-016e-4c6b-9831-0dc62d6120cb
OPEL Corsa 1.4 TP Enjoy,10900,46200,5,90,5,2009,False,False,9536817a-4e4e-4161-aa61-5048e9ac8913
PEUGEOT 307 2.0 HDI XT,9500,89900,5,110,5,2004,False,False,a4fe7b73-a740-4a59-bab7-a147fae231c2
MERCEDES-BENZ C 32 AMG,14900,132000,5,354,5,2001,False,False,d44bdc6e-bc1f-4d44-b745-75927330d795
HYUNDAI Santa Fe 2.7 V6 GLS,6900,156425,5,173,5,2003,False,False,47500cc6-f5f0-4c79-9f2b-4f9bede10c60
OPEL Astra TT 1.6i 16V T Rossa,16900,98000,2,180,4,2008,True,True,cde44403-bd60-4cb8-89dd-2ff88644a1aa
PEUGEOT 206 SW 2.0 16V GTI,6700,98400,5,136,5,2003,False,False,153bcea8-b71b-4303-9b6b-1a87e9afdb07
SMART Fortwo pulse,5500,51000,3,61,2,2004,False,True,2e3d158b-788c-4e99-904c-2ca0957b6526
VW Touran 1.4 TSI Trend,19900,44000,5,140,7,2007,False,False,6714decb-5f2e-477c-8470-c28797dd7606
OPEL Astra 1.6i Enjoy,19800,27000,5,115,5,2010,False,False,933fc051-c86f-4666-81c2-f26923bc0e86
NISSAN Note 1.6 acenta,10800,33000,5,110,5,2009,False,False,d467d212-89f2-4753-824a-639d5c7505a1
RENAULT Sc+®nic 2.0 16V Expression,2900,122000,5,140,5,2003,False,False,2f0e17aa-4045-47d0-aa93-4e4583caefc2
AUDI S6 Avant quattro 4.2,5000,170000,5,290,5,1996,False,False,63922f90-ae15-4506-92fb-575a5c07cdbc
ASTON MARTIN DB7 Vantage,69900,41300,2,416,4,2001,False,False,b9ba3351-3419-4930-a644-7d66978a48e1
FORD Maverick 2.3 16V,12300,53000,5,150,5,2006,False,True,fcd4cc7a-8660-4bc9-953a-28cec94d1006
FORD Focus 2.0 TDCi Titanium,18900,82000,5,136,5,2009,False,True,50d8530d-db39-458c-82fa-ea3ffa58d4d1
OPEL Tigra 1.4 TP Sport,16500,9800,2,90,2,2008,True,False,51715a6a-6d27-447d-af30-87aaf7052c83
AUDI A4 Avant 2.7 TDI,16900,114700,5,180,5,2006,False,False,b362b8b5-7353-45c8-96c6-3abe39b5f9f0
TOYOTA Avensis 2.0 Linea Sol Lb,7900,90000,5,150,5,2001,False,False,75939982-0a28-497e-aa89-fd2c425fdbb8
BMW 316i Access,26900,24950,4,122,5,2008,False,True,f0952cb4-6699-4983-b6ec-bf417ba2081d
RENAULT Laguna 2.0 16V Expr. A,7900,97480,5,135,5,2004,False,False,d756ad48-a0a4-4db3-a431-76728fb07e15
VW Sharan 2.0TDI BlueM Comf.,42900,16000,5,140,5,2010,False,False,2066843a-5d6d-4bc1-85a1-ae8b85b8e61b
DODGE VIPER SRT-10,97000,17000,2,506,2,2004,True,False,cf1342d0-c590-4cee-b40e-616be42b3ec3
MERCEDES-BENZ CLK 230 K Sport,7900,93500,2,193,4,1998,False,False,1f8fcf21-a9f1-4ade-bbe3-aeb0b7f198a7
VW Sharan 2.0TDI BMT Comfort,35700,11000,5,140,5,2010,False,False,4ed901d6-5ce4-4334-95b4-79900823e03b
TOYOTA Verso 1.8 LineaLuna,28900,10000,5,147,7,2010,False,True,585c1100-f726-4f65-83d9-66123ac2c7df
VOLVO S80 4.4 V8 AWD Summum,29900,38000,4,315,5,2006,False,False,0c80bd57-a11a-45ec-b70f-aad9a617b67f
VOLVO S80 4.4 V8 AWD Summum,47900,2500,4,315,5,2007,False,False,13abedc5-5ef0-4bbb-a085-e2dc2748c10e
VOLVO S80 D5 AWD Executive,54900,13900,4,185,5,2009,False,True,a20d0bf9-071d-4438-82de-be83832f4a40
VOLVO S60 2.4T,8900,71200,4,200,5,2002,False,False,69ea317d-443a-4412-abd0-3b6fe961b588
VOLVO S40 T5 AWD Summum,34900,2500,4,220,5,2007,False,True,2bf96f70-390f-4267-99f4-36c0bd26f59a
VOLVO S80 3.2 AWD Summum,35900,11500,4,238,5,2007,False,False,0ce2a89d-beb1-4650-b5c0-adf382f2bf0d
VOLVO S80 D5 Summum,37900,23000,4,185,5,2008,False,False,d4603143-68b2-402b-a939-45e76a3f982f
VOLVO S80 4.4 V8 AWD Summum,32900,21500,4,315,5,2006,False,False,0bcc40bc-b5fe-4565-97db-385c907162af
